institution,latitude,longitude
South Plains College,38.258948,-76.766834
Dark Enterprises Inc,30.222907,-92.018777
Nez Perce Tribe,46.400386,-116.804937
Nathan S Kline Institute For Psychiatric Research,41.04732,-73.97183
Ibm Thomas J Watson Research Center,41.275401,-73.781484
Purple Mai`A Foundation,21.294328,-157.824062
"Ethos Medical, Inc.",33.77874,-84.39602
Healthpartners Institute,44.855626,-93.22641
Galveston College,29.2847,-94.807875
West Hills Community College,34.203259,-118.644559
Palo Alto College,29.424534,-98.491484
Holyoke Community College,42.195519,-72.651186
Edward Waters College,30.326472,-81.65535
"Science Communication Lab, Inc.",37.871214,-122.272134
"Association For Women In Mathematics, Inc.",39.490402,-86.17716
"Young People's Project, Inc.",42.365588,-71.104
Chicago Public Schools,41.882068,-87.629315
Riverside Community College District/Norco Campus,33.931145,-117.549851
Riverside Community College District,33.982513,-117.374283
Lelantos Inc.,40.80944,-73.959901
Western New Mexico University,32.776939,-108.283415
"Hugo W. Moser Research Institute At Kennedy Krieger, Inc.",39.289642,-76.6123
Suny Canton,40.817656,-81.407371
Alaska Pacific University,61.216563,-149.893442
Graymatter Robotics Inc.,33.82386,-118.23504
Ralphvr Inc.,38.042055,-84.492648
Trgel Llc,33.603913,-117.665722
Hen Nozzles Inc.,37.619795,-122.097532
Advanceh2o Corp.,40.777728,-73.988538
Learn: Lonestar Education And Research Network,33.223385,-96.628474
"Beta Analytic, Inc.",25.723708,-80.314839
Collamedix Inc.,41.47408,-81.56424
"Atel, Llc",42.480863,-70.894112
Birdhabitatbot Llc,41.71039,-72.22525
"Felix Biotechnology, Inc.",37.66331,-122.38969
"Soil Culture Solutions, Llc",28.055843,-82.41521
"Wrightguard Innovations Corporation, The",38.992086,-77.095558
"Inzio, Inc.",30.470702,-87.209387
"Biko Biolabs, Llc",42.394155,-71.13504
William Paterson University,40.916294,-74.173235
Rapha Robotics Inc.,38.04569,-84.498006
Partillion Bioscience Corporation,34.041627,-118.428016
Mechanismic Inc.,40.790151,-73.341633
Nano Pharmasolutions Inc.,32.89976,-117.18794
"Ancilia, Inc.",40.839591,-73.940508
Adaptive Waves Inc.,42.504138,-71.213066
Lumo Imaging Llc,39.00877,-77.22728
"Aracari Biosciences, Inc.",33.638018,-117.849089
Frontier Bio Corp,37.672114,-122.083978
Cuny John Jay College Of Criminal Justice,44.375297,-73.727681
Halomine Inc.,42.48548,-76.45873
Scripps College,34.104893,-117.712355
Colorado Mesa University,39.078916,-108.554151
University Of Northern Iowa,42.53595,-92.445481
University Of North Carolina At Charlotte,35.227207,-80.84309
Prisms Of Reality Inc.,37.779102,-122.394867
Envivo Bio Inc,37.50938,-122.25305
Quintessent Inc.,34.43237,-119.85589
"Huue, Inc.",37.858189,-122.29283
Research Corporation For Science Advancement,32.265675,-110.891949
University Of Kansas Medical Center Research Institute Inc,39.056105,-94.610162
University Of Hawaii,21.308499,-157.861535
University Of Nevada Las Vegas,36.107448,-115.142273
University Of Miami,25.713318,-80.277265
Rochester Institute Of Tech,43.08476,-77.67536
Villanova University,40.036706,-75.344557
University Of Kansas Center For Research Inc,38.95154,-95.26556
University Of California - Merced,37.362263,-120.427271
"University Enterprises, Incorporated",38.554806,-121.421075
"Empo Health, Inc.",37.635737,-122.422887
"Secretary, Office Of The",38.89463,-77.042606
Jackson State University,42.246577,-84.40712
Washington University,38.627464,-90.19835
Naval Facilities Engineering Service Center,34.147818,-119.195441
North Carolina Agricultural & Technical State University,36.07205,-79.78332
Suny At Stony Brook,40.925521,-73.141305
Prairie View A & M University,30.087904,-95.992903
Kettering University,43.01382,-83.7141
Sam Houston State University,29.760496,-95.363433
University Of Wyoming,41.312631,-105.584839
Owl Autonomous Imaging Inc,43.03693,-77.45784
University Of Delaware,39.66446,-75.753639
University Of North Florida,30.270284,-81.508584
"Avium, Llc",38.929892,-95.219482
"Earthsense, Inc.",40.093917,-88.239549
"Circlein, Inc.",39.052213,-76.952507
University Of North Carolina Greensboro,36.072545,-79.791545
"Central Inventions, Inc.",35.63866,-77.36812
Public Policy Institute Of California,37.79596,-122.40208
Xflow Energy Company,47.531484,-122.3244
Mobius Pbc,35.797447,-84.256452
Capro-X,42.37967,-71.096373
Sgnt Inc,32.092059,-110.809078
Nikira Labs Inc.,37.38647,-122.06367
"Alligant Scientific, Llc",39.678926,-104.918522
Sandbox Semiconductor Incorporated,30.16821,-97.85596
"Zestbio, Inc.",30.031772,-90.061018
"Clearsight, Llc",39.747859,-104.840754
"Proteios Technology, Inc.",47.536862,-122.067178
Advent Diamond,33.464155,-111.923365
Nucleos Incorporated,36.962816,-121.96548
"Terrafuse, Inc.",37.908391,-122.279983
"Everix, Inc.",28.578841,-81.294949
Iq Biotech Llc,25.794697,-80.206701
"Rydberg Technologies, Inc.",42.275554,-83.800075
Thruwave Inc.,47.658308,-122.383794
"Antora Energy, Inc.",37.404885,-121.98777
"Haima Therapeutics, Llc",41.4991,-81.60755
"Al-Power, Inc.",30.447224,-91.186948
Department Of Army Cold Regions Research & Engineering Lab,32.300829,-90.872539
"Colowrap, Llc",35.97304,-79.074407
Union County College,40.667638,-74.319854
Northwestern Connecticut Community College,41.921247,-73.067942
Coker College,34.376604,-80.070482
College Of Saint Mary,37.877123,-89.945936
"Pellet Productions, Inc.",42.522247,-71.107127
Southwestern Indian Polytechnic Institute,35.175827,-106.663092
John Wesley Powell Center,32.856674,-89.718168
"Navy, United States Department Of The",42.046,-87.90466
Nist/Center For Atomic Molecular And Optical Physics,39.140166,-77.218367
"Rutgers, The State University Of New Jersey-Rbhs-New Jersey Med",40.733183,-74.1735
Clairways Llc,43.678946,-72.256425
Association Of Research Libraries,38.90345,-77.039367
"Bbc Studios Americas, Inc.",40.755585,-73.982919
Western Connecticut State University,41.393712,-73.451483
Rochester Institute Of Technology,43.08476,-77.67536
Aurora Flight Sciences Corporation,38.731864,-77.516427
Cheyney University Of Pennsylvania,39.936423,-75.53088
Tcpoly,33.736469,-84.402878
Botanical Society Of America,38.616717,-90.261181
"Penn State University, University Park",40.811383,-77.865678
Helmholtz-Zentrum Potsdam - Deutsches Geoforschungszentrum Gfz,52.382362,13.063848
John Hopkins University,39.667998,-76.3792
"Center For Disease Dynamics, Economics & Policy",38.994242,-77.026002
City Innovate Inc,37.792795,-122.401386
Renaissance Computing Institute At Unc,26.35051,-80.086462
Indiana University-Purdue University At Indianapolis,39.768602,-86.16166
Nasa/Goddard Space Flight Center,38.996729,-76.854929
"Summers, Betsy Marie",35.088192,-106.650945
"Consortium For Ocean Leadership, Inc",38.900738,-77.028955
Department Of Commerce,38.890015,-77.086729
"Carpenter, Andrew P",44.564559,-123.277874
"Yale University, Physics Dept. - Wright Lab.",29.760496,-95.363433
Columbia Universityy,40.646411,-73.665974
"Reyes, Justin",28.509947,-81.154453
"Phillipson, Rebecca A",47.655098,-122.30868
The Art Institute Of Chicago,41.87971,-87.622191
"State Office Of Education, Utah",40.758118,-111.883867
Chief Dull Knife Memorial College,45.623301,-106.666288
"Webster, Megan",40.669134,-73.682224
"Ludlum Measurements, Inc.",39.909517,-105.072294
Impactivo Llc,18.44429,-66.06648
Fas Holdings Group,32.891338,-96.70502
"Photonlab, Inc.",38.289484,-122.030307
Neumann University,39.872255,-75.437522
Seminole State College Of Florida,28.744424,-81.306706
"Springgem Weather Information, Llc",39.095053,-77.221643
Inso Biosciences Inc,42.446841,-76.47726
Intelligent Dots Llc,33.99563,-84.257321
"Bleexy, Llc",38.91072,-77.34506
Non-Inertial Navigation Technology,42.212429,-83.556337
Novi Llc,38.840413,-77.089656
Nextprinted Solar Llc,33.21732,-87.54511
"Parallel Flight Technologies, Inc.",36.909027,-121.836318
Pekosoft Llc,40.179839,-75.236985
"Libama, Llc",36.150927,-85.488355
"Silpara Technologies, Llc",33.76481,-84.30321
"Frostdefense Envirotech, Inc.",40.09115,-88.23998
"Automat Solutions, Inc.",37.709372,-122.180963
"Stretch Med, Inc.",30.38029,-97.787335
"Triangle Biotechnology, Inc.",35.906101,-79.014437
Electro Magnetic Applications Inc Denver,39.716491,-105.134998
"Hikari Labs, Inc.",40.400706,-79.83399
Plasma Energy Innovation,42.12367,-71.17895
Authentag Llc,38.904321,-77.269358
Opsus Llc,40.468708,-86.944684
Julia Computing Inc,42.331453,-71.206241
Vivoz Biolabs Llc,40.809738,-73.949017
"Thermoai, Inc.",38.811207,-77.042802
Ankyrbio Llc,40.429804,-79.969768
Akrobotix Llc,43.0446,-76.150076
"Seetrue Technology, Llc",39.057999,-77.143815
Sove Inc.,38.993899,-77.077236
Miga Motor Company,45.0136,-122.78434
Treeswift Inc,39.941624,-75.200002
Biomineral Systems Llc,41.630856,-86.177674
Advanced Paving Technolgies Inc.,36.604005,-121.868933
"Nano Composite Products, Inc",40.320717,-111.707288
Erisyon Inc,40.677478,-73.999011
"Mytide Therapeutics, Inc.",42.345362,-71.042213
"Neurosonics Medical, Inc.",39.286633,-76.619602
Unknot.id Inc.,28.589657,-81.197997
"May & Meadow, Inc.",32.91877,-117.07685
"Signal Processing Technologies, Inc.",42.8143,-71.52339
"Respondic, Inc.",40.07038,-88.28811
Attogene Corp,30.211922,-97.735881
Parisi Technologies Llc,45.466584,-122.719553
"Particle Flux Analytics, Inc",40.762322,-111.559489
"Pascal Tags, L.l.c.",38.158555,-85.65728
"Surgepower Materials, Inc.",29.95887,-97.94974
Qcmedchain Llc,44.881846,-93.324189
Preventa Medical Corporation,33.49136,-111.960424
Texas Asssociation Of Developing Colleges,32.824697,-96.874882
"Pearnets, Inc.",40.13157,-88.199724
Keystone Symposia On Molecular And Cellular Biology,39.62872,-106.06305
"Orbit Fab, Inc.",39.976271,-105.06613
Caldwell University Inc,43.666363,-116.691029
"Sistema Universitario Ana G. Mendez, Incorporado",18.113214,-67.16266
Omnivis Llc,37.658562,-122.400161
Lucida Research Llc,33.972434,-118.426714
"Idem, Llc",28.589657,-81.197997
"Root Ai, Inc.",42.498649,-71.138465
Marine Environmental Sciences Consortium,30.248721,-88.07768
"Pearl Street Technologies, Inc.",40.456307,-79.918956
Oceland Llc,28.50483,-81.29267
Arkansas Science & Technology Authority,34.76493,-92.30258
"Automated Controversy Detection, Inc.",42.286411,-72.53749
"Li Industries, Inc",36.73474,-83.67228
Anaflash Inc.,37.3839,-122.013005
Mosaic Microsystems Llc,43.17694,-77.678983
University Of Texas Health Science Center San Antonio,29.424534,-98.491484
"Coconino, County Of",35.199209,-111.645249
"Impleo Medical, Inc.",45.09295,-93.048108
Sociedad Latina Inc,42.332347,-71.100247
Liv Medical Technology Inc.,39.29821,-76.89487
"Transaera, Inc.",42.381711,-71.102774
David Lipscomb University,36.164518,-86.781073
"Ferric Contrast, Inc.",43.00286,-78.80027
"Saint Leo University, Inc.",28.33759,-82.25674
Geneva College,40.754964,-80.319457
"Boston Materials, Inc.",42.54402,-71.27896
Trash Inc.,34.048051,-118.254187
Los Angeles County Museum Of Natural History Foundation,34.016904,-118.28908
Pomona College,34.100323,-117.71321
Edgetensor Technologies Inc.,33.063804,-96.78689
"Pure Sustainable Technologies, Llc",33.840361,-118.389564
"Advanced Remote Sensing, Inc.",43.626056,-96.94059
Columbus State University,42.836052,-82.66266
"Neurotrainer, Inc",37.801149,-122.456669
Verimmune Inc.,38.97115,-77.028473
"Innavasc Medical, Inc.",36.005085,-78.920189
Globe Biomedical Llc,33.957101,-117.33045
"Neuroflow, Inc.",39.9531,-75.167271
"Nanosoft, Llc",41.694699,-71.575798
"Tinkercast, Llc",40.83286,-74.21172
"Max-Ir Labs, Llc",32.98615,-96.757205
"Halcyon Biomedical, Incorporated",29.489896,-95.182123
"Energyxchain, Llc",35.40409,-80.83184
Ascribe Bioscience Inc.,42.48548,-76.45873
Benanova Inc,35.814642,-78.791306
Myriad Sensors,35.96573,-86.76934
Precision Microwave Inc.,39.20455,-96.634287
Atom Computing Inc.,37.868697,-122.299716
Youv Labs,40.806712,-73.952589
Katz Water Technologies,29.732263,-95.578617
"Vimaan Robotics, Inc.",37.383009,-121.919569
"A-Alpha Bio, Inc.",47.61416,-122.34236
University Of Texas At El Paso,31.759959,-106.485407
"Yale University, Dept. Of Geology & Geophysics",35.090378,-106.619604
Department Of Civil And Resource Engineering,42.36836,-82.933849
Hawaiian Volcano Observatory,28.065462,-82.402553
University Of Minnesota - Twin Cities,42.396503,-71.122301
University Of Pavia,43.02709,-76.12202
"Conservation Science Partners, Inc.",39.336445,-120.182166
Yale University Dept Of Geology & Geophysics,40.349672,-74.659752
"University Of Texas, Austin",30.284727,-97.7373
Suny System Administration,38.3854,-81.836474
American Philosophical Society,39.948585,-75.149406
The Delaware Tribe,36.757943,-95.918841
Fish And Wildlife Research Institute,27.772077,-82.638486
"Interphase Materials, Inc.",40.483786,-79.999895
S4 Mobile Laboratories Llc,41.072003,-81.526906
"Rediminds, Inc.",42.505497,-83.286967
Santa Barbara Museum Of Natural History,34.440438,-119.714428
Grayson County Junior College District,33.755332,-96.536878
Clackamas Community College,45.323475,-122.57395
Quinsigamond Community College,42.31585,-71.795375
Niagara County Community College,43.146988,-78.876222
Wiregrass Georgia Technical College,30.889801,-83.353815
Shell Museum Educational Foundation,26.438131,-82.0927
Nextflex Learning Programs,37.398934,-121.895041
Depauw University,39.640865,-86.860325
Cape Fear Community College,34.060497,-77.89971
Secutopia Corporation,40.939522,-74.046669
Wake Technical Community College,35.651027,-78.704657
River Parishes Community College,30.191069,-90.930724
North Georgia Technical College,34.639713,-83.530138
Victor Valley College,34.084873,-117.312645
San Joaquin Delta College,37.952864,-121.288399
Metropolitan Community College Administrative Center,39.098485,-94.578631
Chabot-Las Positas Community College District,37.711685,-121.799827
Tallahassee Community College,30.445287,-84.341417
Lake-Sumter State College,40.793438,-77.860333
Crowder College,36.814859,-94.368646
Nfp Nexus Inc,40.733748,-73.986452
Delaware Technical & Community College Stanton-Newark Campus,39.68364,-75.745535
Society Of Sedimentary Geology Sepm,33.354548,-96.93067
Blue Ridge Community & Technical College,34.865987,-84.326145
Tulsa Community College,36.14784,-95.98594
North Arkansas College,36.228909,-93.107327
Rjh Scientific Incorporated,32.77075,-116.942697
Long Road Enterprises,40.77195,-73.957375
"Delaware Museum Of Nature And Science, Inc.",39.798365,-75.609919
University Of Colorado,36.05167,-94.202951
"Massachusetts Institute Of Technology, Department Of Mathematics",42.450011,-71.877895
Richers                 Sherwood       A,29.682143,-95.202509
Stanford University Mathematics Dept,37.878427,-122.269054
Wellons                 Sarah          A,41.434226,-81.506518
Humboldt University,40.810176,-73.951178
New York University Courant Institute Of Mathematical Sciences,41.867159,-73.713687
Department Of Mathematics At Columbia University,34.001312,-81.033552
University Of Maryland Department Of Mathematics,41.885607,-87.650961
University Of California - Berkeley,43.074937,-89.399005
"Boydston Chemical Innovations, Incorportated",47.337974,-122.341403
"Bitome, Inc.",39.667998,-76.3792
Ucsd Department Of Mathematics,34.070997,-118.44496
Defense Logistics Agency,38.721044,-77.162036
New Jersey Institute Of Technology,40.733183,-74.1735
"Sunesta Solar, Inc.",33.753803,-112.210214
Terran Robotics Inc.,39.162623,-86.537935
Confluency Llc,41.965505,-87.662105
Penn State University,40.793438,-77.860333
University Of Pennsylvania Graduate School Of Education,42.37257,-71.120149
"Department Of Geography, Portland State University",45.660305,-111.045656
"California State University, Los Angeles",34.048051,-118.254187
"Perceus, Inc.",37.751351,-122.463731
Complexly Llc,46.8752,-113.99526
Sciencenter,42.449832,-76.504142
American Association Of Variable Star Observrs,42.387558,-71.139351
Association Of Children's Museums,38.851253,-77.05192
Usda - Economic Research Service,38.905386,-77.042139
Insurance Institute For Business & Home Safety,28.054248,-82.405396
Human Relations Area Files,41.332146,-72.920277
Innovations For Poverty Action,38.906724,-77.038965
Electrical And Computer Engineering Department Heads Association,41.889618,-87.622991
"Noria Water Technologies, Inc",34.042742,-118.430447
