INSTNM,INSTURL
Medical Solutions Academy,https://www.medicalsolutionsacademy.org/
Sami Halaseh Institute,https://www.samihalasehinstitute.com/
Beaver Beauty Academy,https://bba.edu/
Upper Kutz Barber & Style College,https://www.upperkutzbarbercollege.com/
All In The Wrist Barber Academy,https://www.aitwbarberacademy.com/
Yeshiva of Kasho,https://yokny.org/
Cutting Edge Barber Academy,https://thecuttingedgebarberacademy.com/
JT's Cuts Academy,https://www.jtcutsacademy.com/
The Nurse Academy,https://thenurseacademy.com/
Heartland Welding Academy,https://www.heartlandweldingacademy.com/
Jazz Barber and Hairstyling Academy,https://jazzhairacademy.com/
Renaissance Beauty Academy,https://www.renaissancebeautyacademy.com/
Central Valley Barber College,https://www.centralvalleybarbercollege.com/
One Stop Academy,https://www.onestopacademync.com/
East Texas Cosmetology College,https://www.easttxcc.com/
Yeshivas Sanz Klauzenburg,https://yeshivasanzk.org/
URBE University,https://urbeuniversity.edu/
Artisan Academy of Cosmetology,https://art22academy.com/
Champ's Barber School-Lebanon,https://www.champsbarberschool.com/
Collectiv Hair Dressing Academy-Collectiv Academy-Dallas,https://collectivacademy.com/
Homestead Schools-Costa Mesa,https://homesteadschools.net/
Innovate Salon Academy,https://www.innovatesalonacademy.com/
Herzing University-Nashville,https://www.herzing.edu/
College of Biomedical Equipment Technology,https://www.cbet.edu/
Dorsey College-Grand Rapids,https://www.dorsey.edu/
Baltimore Beauty & Barber School II,https://baltimorebeautybarberschool2.com/
Galen Health Institutes-Dallas,https://galencollege.edu/campuses/dallas
Galen Health Institutes-Roanoke,https://www.galencollege.edu/roanoke
Galen Health Institutes-Wichita,https://galencollege.edu/campuses/wichita
Galen Health Institutes-Salt Lake City,https://galencollege.edu/campuses/salt-lake-city
Academy of Cosmetology Barbering and Esthetics,https://www.acbebeautycollege.com/
Aveda Institute Tucson-Avondale,https://www.avedainstituteavondale.com/
Premiere Aesthetics Institute-Meridian,https://www.premiereaestheticsinstitute.com/
Arizona College of Nursing-Sarasota,https://www.arizonacollege.edu/
Arizona College of Nursing-Aurora,https://www.arizonacollege.edu/
Arizona College of Nursing-Cincinnati,https://www.arizonacollege.edu/
Arizona College of Nursing-Cleveland,https://www.arizonacollege.edu/
Glendale Career College-North-West College-MFSON,https://nw.edu/
Denver College of Nursing-Houston,https://www.denvercollegeofnursing.edu/
Gwinnett Institute,https://www.gwinnettcollege.edu/
Puerto Rico Advance Institute,www.prai2010.com/
Austin Medical Assistant Training,https://amat.edu/
Albany Beauty Academy,https://www.albanybeautyacademy.com/
Wade Gordon Hairdressing Academy-Oklahoma,https://wadegordonacademy.com/
EDP University of Puerto Rico-Caguas,https://www.edpuniversity.edu/
Aviation Institute of Maintenance-Phoenix,https://aviationmaintenance.edu/phoenix-2/
Galen Health Institutes-Las Vegas,https://galencollege.edu/
Stellar Career College-Crown Point,https://in.stellarcollege.edu/
Tulsa Welding School-Dallas Campus,https://www.tws.edu/
Barber Tech Academy-Columbia,https://barbertechacademy.com/
Troy University-Phenix City Campus,www.troy.edu/about-us/phenix-city-campus/index.html
Troy University-Montgomery Campus,www.troy.edu/about-us/montgomery-campus/index.html
Troy University-Dothan Campus,www.troy.edu/about-us/dothan-campus/index.html
Troy University-Online,www.troy.edu/online/
Troy University-Support Sites,www.troy.edu/about-us/troy-support-centers/
Arizona State University-West,www.asu.edu/
Arizona State University-Polytechnic,www.asu.edu/
Arizona State University-Downtown Phoenix,www.asu.edu/
Arizona State University - Tucson,www.asu.edu/
Arizona State University - Lake Havasu,www.asu.edu/
Arizona State University - The Gila Valley,www.asu.edu/
Arizona State University - Yuma,www.asu.edu/
Arizona State University - Pinal,www.asu.edu/
Arizona State University - Cochise,www.asu.edu/
Arizona State University - Yavapai,www.asu.edu/
Arizona State University - Pima,www.asu.edu/
Arizona State University - Washington D.C.,www.asu.edu/
Arizona State University - Northeastern Arizona,www.asu.edu/
Arizona State University - Mesa City Center,www.asu.edu/
Arkansas College of Barbering and Hair Design,www.acbhd.edu/
Harding School of Theology,hst.edu/
Career Academy of Hair Design-Siloam Springs,www.beautynwa.com/
Career Academy of Hair Design-Rogers,www.beautynwa.com/
Career Academy of Hair Design-Fayetteville,www.beautynwa.com/
Career Academy of Hair Design - Fort Smith,www.beautynwa.com/
University of Arkansas Community College at Hope - Texarkana,www.uaht.edu/
Alliant International University-Fresno,https://www.alliant.edu/
Alliant International University-Los Angeles,https://www.alliant.edu/
Alliant International University-San Francisco Bay Area,https://www.alliant.edu/
Alliant International University-Irvine,https://www.alliant.edu/
Alliant International University-Sacramento,https://www.alliant.edu/
Alliant International University - Phoenix,https://www.alliant.edu/
Casa Loma College - Nashville,https://casalomacollege.edu/nashville-sec/
San Jose Campus,www.fivebranches.edu/
Golden Gate University-Seattle,https://ggu.edu/
Golden Gate University-Silicon Valley,www.ggu.edu/
Humphreys College-Modesto,www.humphreys.edu/
IDEA at ATEP,https://atep.ivc.edu/
Life Pacific University-Virginia,https://virginia.lifepacific.edu/
Life Chiropractic College West - Bellevue University,https://www.lifewest.edu/
MiraCosta College - San Elijo Campus,https://miracosta.edu/
Mount Saint Mary's University - Doheny Campus,www.msmu.edu/
San Diego State University-Imperial Valley Campus,imperialvalley.sdsu.edu/
San Joaquin General Hospital School of Radiation Technology,www.deltacollege.edu/
Jesuit School of Theology of Santa Clara University,www.scu.edu/jst
Thomas Aquinas College - New England,https://thomasaquinas.edu/
Victor Valley Community College - Aviation Technology,www.vvc.edu/academic/aviation-tech/
Wright Institute (The) -,wi.edu/
Colorado Technical University-Denver South,www.coloradotech.edu/Denver
Denver Seminary - Washington DC,www.denverseminary.edu/dc/
Otero College - La Junta High School,https://www.otero.edu/
Goodwin University - Bridgeport Campus,
Porter and Chester Institute of Enfield,www.porterchester.edu/
Porter and Chester Institute of Waterbury,www.porterchester.edu/
Porter and Chester Institute of Worcester,www.porterchester.edu/
Porter and Chester Institute - New London,porterchester.edu/
Porter and Chester Institute - Brockton,https://www.porterchester.edu/
Porter and Chester Institute - Chicopee,https://www.porterchester.edu/
Porter and Chester Institute - New London 2,https://www.porterchester.edu/
Delaware Technical Community College-Owens,https://www.dtcc.edu/our-campuses/georgetown
Delaware Technical Community College-Stanton/Wilmington,https://www.dtcc.edu/our-campuses/wilmington
Barry University Law School,www.barry.edu/law/
Keiser University-Melbourne,www.keiseruniversity.edu/melbourne/
Keiser University-Tallahassee,www.keiseruniversity.edu/tallahassee/
Keiser University-Daytona,www.keiseruniversity.edu/daytona-beach/
Keiser University-Lakeland,www.keiseruniversity.edu/lakeland/
Keiser University- Miami,www.keiseruniversity.edu/miami/
Keiser University-Orlando,www.keiseruniversity.edu/orlando/
Keiser University-Sarasota,www.keiseruniversity.edu/sarasota/
Keiser University-Jacksonville,www.keiseruniversity.edu/jacksonville/
Keiser University-Tampa,www.keiseruniversity.edu/tampa/
Keiser University-Pembroke Pines,www.keiseruniversity.edu/pembroke-pines/
Keiser University-Port St Lucie,www.keiseruniversity.edu/port-st-lucie/
Keiser University-West Palm Beach,www.keiseruniversity.edu/west-palm-beach/
Keiser University-Ft Myers,www.keiseruniversity.edu/fort-myers/
Keiser University -  Clearwater,www.keiseruniversity.edu/clearwater/
Keiser University - New Port Richey,www.keiseruniversity.edu/new-port-richey/
Keiser University - Residential (Flagship),www.keiseruniversity.edu/residential/
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,www.traviss.edu/
Miami Lakes Educational Center and Technical College -,
Rasmussen University-Central Pasco,https://www.rasmussen.edu/
Rasmussen University-Fort Myers,https://www.rasmussen.edu/
Rasmussen University-Tampa/Brandon,https://www.rasmussen.edu/
Rasmussen University-North Orlando,https://www.rasmussen.edu/
East Georgia State College - Statesboro,https://www.ega.edu/search/index.html?q=East+Georgia+State+College+Statesboro
East Georgia State College - Augusta,https://www.ega.edu/admissions/visit/virtual-tour/egsc-augusta.html
Moody Theological Seminary and Graduate School--Michigan,https://www.moody.edu/grad/michigan/
Moody Bible Institute - Spokane,https://www.moody.edu/undergrad/aviation/
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,www.triton.edu/
PJ's College of Cosmetology- Brownsburg,https://www.gotopjs.com/
PJ's College of Cosmetology- Jeffersonville,https://www.gotopjs.com/
Ivy Tech Community College-South Bend/Elkhart,www.ivytech.edu/locations/south-bend/
Ivy Tech Community College-Columbus,www.ivytech.edu/locations/columbus/
Ivy Tech Community College-Muncie,www.ivytech.edu/locations/muncie/
Ivy Tech Community College-Kokomo,www.ivytech.edu/locations/kokomo/
Ivy Tech Community College-Lafayette,www.ivytech.edu/locations/lafayette/
Ivy Tech Community College-Fort Wayne,www.ivytech.edu/locations/fort-wayne/
Ivy Tech Community College-Sellersburg,www.ivytech.edu/locations/sellersburg
Ivy Tech Community College-Evansville,www.ivytech.edu/locations/evansville/
Ivy Tech Community College-Terre Haute,www.ivytech.edu/locations/terre-haute/
Ivy Tech Community College-Richmond,www.ivytech.edu/locations/richmond/
Ivy Tech Community College-Lake County,www.ivytech.edu/locations/lake-county/
Ivy Tech Community College-Madison,www.ivytech.edu/locations/madison/
Ivy Tech Community College-Bloomington,ivytech.edu/locations/bloomington/
Ivy Tech Community College-Indianapolis,www.ivytech.edu/locations/indianapolis/
Ivy Tech Community College-Marion,www.ivytech.edu/locations/marion/
Ivy Tech Community College-Valparaiso,www.ivytech.edu/locations/valparaiso/
Ivy Tech Community College-Lawrenceburg,https://www.ivytech.edu/locations/lawrenceburg/
Ivy Tech Community College-Hamilton County,https://www.ivytech.edu/locations/hamilton-county/
Ivy Tech Community College-Anderson,https://www.ivytech.edu/locations/anderson/
University of Notre Dame -,www.nd.edu/
Graceland University - Independence,www.graceland.edu/
Graceland University - Trenton,https://www.graceland.edu/
Baker University School of Nursing,www.bakeru.edu/
Coffeyville Technical Campus,www.coffeyville.edu/
Columbus Technical Campus,www.coffeyville.edu/
Old Town Barber College - KC,www.otbcollege.com/
PJ's College of Cosmetology- Greenfield,www.gotopjs.com/
PJ's College of Cosmetology- Muncie,www.gotopjs.com/
PJ's College of Cosmetology- Indianapolis,www.gotopjs.com/
PJ's College of Cosmetology- Plainfield,www.gotopjs.com/
PJ's College of Cosmetology- Louisville,https://www.gotopjs.com/
Southeastern Louisiana University - EBR Parish School System Prof Dev,www.southeastern.edu/
Southeastern Louisiana University - St Amant High School,www.southeastern.edu/
Southeastern Louisiana University - Destrahan High School,www.southeastern.edu/
Southeastern Louisiana University - Albert Cammon Middle School,www.southeastern.edu/
Beal University,https://www.beal.edu/
University of Maine - Machias,https://machias.edu/
Empire Beauty School-Bangor,www.empire.edu/
Unity Environmental University,https://unity.edu/
Unity Environmental University - Unity,https://unity.edu/
Baker College of Cadillac,www.baker.edu/
Baker College of Jackson,www.baker.edu/
Baker College of Muskegon,www.baker.edu/
Baker College - Royal Oak Campus,www.baker.edu/
Calvin University - Handlon Campus,https://calvin.edu/prison-initiative/index.html
Davenport University-Warren Location,www.davenport.edu/
Davenport University-Kalamazoo Location,www.davenport.edu/
Davenport University-Lansing Location,www.davenport.edu/
Davenport University-Midland Location,www.davenport.edu/
Davenport University-Traverse City Location,www.davenport.edu/
Davenport University - Wayne CCCD,www.davenport.edu/
Davenport University - Detroit,www.davenport.edu/
Anoka-Ramsey Community College-Cambridge Campus,www.anokaramsey.edu/
Central Lakes College-Staples Campus,www.clcmn.edu/
M State - Detroit Lakes Campus,www.minnesota.edu/
M State - Moorhead Campus,www.minnesota.edu/
M State - Wadena Campus,www.minnesota.edu/
Minnesota North College - Itasca,minnesotanorth.edu/
Minnesota North College - Mesabi Range Virginia,minnesotanorth.edu/
Minnesota North College - Mesabi Range Eveleth,minnesotanorth.edu/
Minnesota North College - Rainy River,minnesotanorth.edu/
Minnesota North College - Vermilion,minnesotanorth.edu/
South Central College-Faribault,southcentral.edu/
Mayo Clinic College of Medicine and Science - Florida,https://college.mayo.edu/
Mayo Clinic College of Medicine and Science - Arizona,https://college.mayo.edu/
Northland Community and Technical College - East Grand Forks,www.northlandcollege.edu/
Rasmussen University-Bloomington,https://www.rasmussen.edu/
Rasmussen University-Eagan,https://www.rasmussen.edu/
Rasmussen University-Mankato,https://www.rasmussen.edu/
Rasmussen University-Lake Elmo/Woodbury,https://www.rasmussen.edu/
Rasmussen University-Hennepin/Anoka,https://www.rasmussen.edu/
Minnesota State CollegeSoutheast-Red Wing Campus,www.southeastmn.edu/
Copiah-Lincoln Community College Simpson County Center,https://www.colin.edu/
Copiah-Lincoln Community College-Natchez Campus,https://www.colin.edu/
University of Mississippi Medical Center,https://www.umc.edu/
Pearl River Community College-Forrest County Campus,www.prcc.edu/
Pearl River Community College - Hancock Workforce Academy Hangar,https://prcc.edu/
Columbia College - Redstone Arsenal,https://www.ccis.edu/locations/redstone-arsenal
Columbia College - NAS Jacksonville,https://www.ccis.edu/locations/nas-jacksonville
Columbia College - Orlando,https://www.ccis.edu/locations/orlando
Columbia College - Crystal Lake Campus,https://www.ccis.edu/locations/crystal-lake
Columbia College - Kansas City,https://www.ccis.edu/locations/kansas-city
Columbia College - Fort Leonard Wood,https://www.ccis.edu/locations/fort-leonard-wood
Columbia College - Jefferson City,https://www.ccis.edu/locations/jefferson-city
Columbia College - Lake Ozark,https://www.ccis.edu/locations/lake-ozark
